identifier,votes,pref,value
1572906082-35,"['1-1', '1-2', '2-3', '2-5', '2-4', '2-1', '2-2', '4-1', '4-2', '9-2', '9-1', '9-3', '6-1', '6-2', '7-1', '7-2', '5-1', '5-2', '8-5', '8-3', '8-4', '8-1', '8-2', '3-1', '3-2']",0,1.0
1688476196-35,"['1-1', '1-2', '3-2', '3-1', '5-1']",0,1.0
1693835527-35,"['1-1', '1-2', '2-5', '2-4', '2-3', '2-2', '2-1', '6-1', '6-2', '4-1', '4-2', '9-3', '9-1', '9-2', '8-3', '8-4', '8-1', '8-2', '8-5', '7-1', '7-2', '5-1', '5-2', '3-1', '3-2']",0,1.0
1811983948-35,"['1-1', '1-2', '6-2', '8-5', '8-2']",0,1.0
49096298-35,['2-5'],0,1.0
585724914-35,"['3-1', '3-2']",0,1.0
66470796-36,"['8-2', '8-4', '8-3', '8-1', '8-5']",0,1.0
93858626-36,"['5-1', '3-1', '5-2', '3-2', '4-1']",0,1.0
295682193-36,"['8-2', '7-2', '8-5', '5-1', '1-1']",0,1.0
360539954-36,"['2-4', '8-4', '5-2', '3-2', '7-2']",0,1.0
417726168-36,"['8-4', '7-2', '6-1', '4-1', '3-1']",0,1.0
577595012-36,"['4-2', '4-1', '6-2', '6-1', '7-1']",0,1.0
618022097-36,"['4-2', '4-1', '5-2', '5-1', '7-2']",0,1.0
798419380-36,"['2-5', '9-1', '2-2', '2-3', '2-4']",0,1.0
1198689373-36,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
1240061850-36,"['2-1', '1-1', '8-1', '3-1', '4-1']",0,1.0
1256268059-36,"['8-3', '8-4', '8-2', '8-5', '8-1']",0,1.0
1283774533-36,"['8-1', '8-4', '8-2', '8-3', '8-5']",0,1.0
1386824952-36,"['1-2', '6-2', '8-2', '8-3', '8-4']",0,1.0
1406759550-36,"['1-2', '6-2', '1-1', '3-1', '3-2']",0,1.0
1581347202-36,"['8-1', '8-3', '8-2', '8-4', '8-5']",0,1.0
1705110357-36,"['8-2', '8-5', '3-1', '2-5', '5-2']",0,1.0
1761100421-36,"['8-5', '8-1', '8-2', '8-3', '8-4']",0,1.0
1803184025-36,"['6-2', '4-2', '4-1', '3-2', '3-1', '8-3', '2-4', '6-1', '8-4', '8-2', '8-5', '8-1']",0,1.0
2071567686-36,"['5-1', '5-2', '6-1', '6-2', '8-3']",0,1.0
2121204764-36,"['2-2', '2-5', '2-4', '4-2', '9-2', '6-1', '6-2']",0,1.0
378345700-44,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
482055865-44,"['2-1', '2-3', '2-2', '2-5', '2-4']",0,1.0
505961386-44,"['5-1', '6-1', '3-1', '3-2', '4-1', '8-2', '8-1', '8-3', '8-5', '8-4']",0,1.0
508120363-44,"['4-1', '4-2', '7-1', '7-2', '9-3']",0,1.0
585124757-44,"['8-1', '3-2', '3-1', '8-4', '8-3']",0,1.0
869255694-44,"['8-5', '8-2', '3-2', '3-1', '8-3']",0,1.0
875336724-44,"['1-2', '3-2', '3-1', '4-2', '8-4']",0,1.0
897405812-44,"['8-2', '8-4', '8-5', '8-3', '8-1']",0,1.0
901541050-44,"['3-1', '3-2', '8-4', '8-2', '5-1', '5-2', '8-5', '8-1', '8-3']",0,1.0
928612197-44,"['1-2', '1-1', '2-1', '2-4', '3-2']",0,1.0
945832378-44,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
949396753-44,"['8-3', '5-2', '8-4', '5-1', '8-5']",0,1.0
1013240933-44,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
1052558693-44,"['2-5', '2-2', '2-3', '2-1', '2-4', '8-5', '8-2', '8-3']",0,1.0
1126838548-44,"['3-2', '3-1', '8-3', '8-5', '8-4', '8-2', '8-1']",0,1.0
1418080680-44,"['3-1', '3-2', '5-1', '5-2', '8-5', '8-1', '8-4', '8-2', '8-3']",0,1.0
1578091465-44,"['8-3', '8-1', '8-5', '8-4', '8-2']",0,1.0
1579609767-44,"['8-1', '8-3', '8-5', '8-4', '8-2']",0,1.0
1604423077-44,"['8-4', '8-3', '8-1', '8-2', '8-5', '3-1', '3-2', '5-1', '5-2', '4-1', '4-2', '7-1', '7-2', '1-1', '1-2', '9-1', '9-2', '9-3', '6-1', '6-2', '2-4', '2-1', '2-2', '2-3', '2-5']",0,1.0
1617209651-44,"['2-1', '2-2', '4-2', '7-2', '2-5']",0,1.0
1623327059-44,"['3-2', '9-3', '4-1', '2-5', '4-2']",0,1.0
1813074866-44,"['3-2', '3-1', '8-3', '8-4', '8-1', '8-5', '8-2']",0,1.0
1986722436-44,"['8-2', '8-4', '8-3', '8-1', '8-5']",0,1.0
2001302990-44,"['2-5', '2-1', '2-3', '2-4', '2-2']",0,1.0
2047525412-44,"['8-4', '8-3', '8-5']",0,1.0
58202757-45,"['3-1', '8-4', '3-2', '8-2', '2-1']",0,1.0
65346433-45,"['3-1', '3-2', '8-3', '8-4', '8-5', '8-2', '8-1']",0,1.0
155558996-45,"['8-4', '8-3', '7-2', '3-1', '1-2']",0,1.0
235821857-45,"['3-1', '3-2', '8-3', '8-4', '8-5']",0,1.0
249708738-45,"['8-2', '8-1', '8-5', '8-4', '8-3']",0,1.0
603803622-45,"['8-4', '8-3', '8-5', '8-1', '3-2']",0,1.0
738771672-45,"['8-4', '3-2', '3-1', '8-5', '8-3']",0,1.0
741402430-45,"['3-1', '3-2', '8-3', '8-4', '8-1']",0,1.0
753988266-45,"['2-4', '4-1', '4-2', '7-1', '7-2', '2-5', '2-3', '2-1', '2-2', '5-1', '5-2']",0,1.0
790068664-45,"['5-1', '2-4', '2-2', '3-1', '4-2']",0,1.0
850767724-45,"['8-3', '8-1', '8-4', '3-1', '3-2']",0,1.0
869987322-45,"['1-1', '4-2', '1-2', '7-2', '7-1']",0,1.0
957914182-45,"['2-5', '2-4', '2-1', '2-3', '2-2']",0,1.0
1003122897-45,"['3-2', '3-1', '8-3', '8-4', '8-1']",0,1.0
1176560376-45,"['3-1', '1-1', '8-1', '4-1', '7-1']",0,1.0
1252846369-45,"['8-5', '3-1', '8-2', '6-2', '8-4']",0,1.0
1262992794-45,"['3-1', '4-1', '5-1', '9-1', '6-1']",0,1.0
1277668930-45,"['2-5', '2-2', '8-3', '2-4', '8-5', '2-1', '2-3', '9-3']",0,1.0
1295797425-45,"['7-2', '7-1', '2-4', '2-5', '2-2']",0,1.0
1606035307-45,"['3-1', '3-2', '4-2', '4-1', '5-2']",0,1.0
1625642588-45,"['3-2', '3-1', '1-2', '8-3', '8-4']",0,1.0
1675960958-45,"['6-1', '6-2', '9-2', '9-1', '4-1']",0,1.0
1813982221-45,"['3-2', '8-3', '3-1', '5-1', '8-4', '1-2', '5-2', '8-1', '8-5', '1-1']",0,1.0
1865109251-45,"['3-1', '3-2', '7-1', '7-2', '8-1']",0,1.0
1966479177-45,"['7-1', '7-2', '4-1', '4-2', '5-1']",0,1.0
2030691632-45,"['3-2', '3-1', '8-5', '8-3', '8-2']",0,1.0
2950-52,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
92633-52,"['8-5', '8-4', '8-1', '8-3', '7-1']",0,1.0
115238-52,"['2-3', '2-1', '2-2', '2-4', '2-5']",0,1.0
117631-52,"['8-3', '8-1', '8-5', '8-4', '8-2']",0,1.0
180238-52,"['8-3', '8-1', '8-5', '8-4', '8-2', '5-2', '3-2', '5-1', '3-1', '7-2', '7-1', '4-2', '4-1']",0,1.0
187870-52,"['2-1', '2-3', '2-4', '2-2', '2-5']",0,1.0
235310-52,"['1-2', '2-4', '3-2', '5-2', '6-2']",0,1.0
237498-52,"['8-3', '8-5', '8-4', '8-2', '3-1', '3-2']",0,1.0
271709-52,"['2-5', '2-3', '2-4', '2-2', '2-1', '3-1', '4-1', '3-2', '4-2', '6-2']",0,1.0
279566-52,"['3-1', '4-2', '5-2', '7-1', '8-2']",0,1.0
304624-52,"['2-5', '2-3', '2-1', '2-2', '2-4']",0,1.0
315318-52,"['9-3', '9-1', '9-2', '6-1', '6-2']",0,1.0
338292-52,"['3-2', '3-1', '4-1', '4-2', '8-1']",0,1.0
347992-52,"['3-1', '1-2', '5-1', '1-1', '3-2', '5-2', '8-2', '8-5', '8-4', '8-1', '8-3', '9-2', '7-2', '7-1', '9-1', '9-3', '6-2', '6-1', '4-2', '4-1', '2-2', '2-5', '2-4', '2-1', '2-3']",0,1.0
364018-52,"['3-1', '8-4', '5-1', '1-1', '6-1']",0,1.0
374749-52,"['2-1', '2-5', '3-1', '2-2', '8-1']",0,1.0
395380-52,"['8-1', '3-1', '3-2', '9-1', '9-2', '8-3', '8-2', '8-5', '8-4', '7-2']",0,1.0
400324-52,"['8-3', '3-2', '3-1', '8-5', '8-4']",0,1.0
401092-52,"['8-2', '8-1', '7-2', '5-1', '4-1']",0,1.0
402280-52,"['8-1', '8-5', '6-1', '6-2', '5-1']",0,1.0
429622-52,"['3-1', '3-2', '5-1', '5-2', '4-1', '4-2', '8-2', '8-1', '8-5', '8-3']",0,1.0
437800-52,"['2-5', '2-3', '2-1', '2-2', '2-4', '5-2', '5-1']",0,1.0
523145-52,"['4-1', '4-2', '6-2', '9-1', '7-1']",0,1.0
542774-52,"['3-1', '8-5', '8-3', '8-2', '1-1', '1-2', '6-2', '7-1', '7-2', '4-1']",0,1.0
568253-52,"['3-1', '3-2', '1-2', '7-1', '9-2']",0,1.0
588174-52,"['7-1', '7-2', '3-2', '3-1', '8-3']",0,1.0
598060-52,"['8-1', '8-2', '1-1', '1-2', '2-4']",0,1.0
648682-52,"['8-2', '8-3', '8-4', '1-1', '8-5']",0,1.0
669513-52,"['6-2', '3-2', '9-2', '8-2', '8-3']",0,1.0
678312-52,"['3-1', '3-2', '7-1', '7-2', '4-1', '4-2', '5-1', '5-2']",0,1.0
699829-52,"['6-2', '6-1', '3-1', '8-5', '8-4']",0,1.0
701687-52,"['8-5', '2-3', '2-1', '2-5', '2-2']",0,1.0
738053-52,"['8-5', '8-3', '8-2', '8-4', '8-1', '3-2', '3-1', '7-2', '7-1', '6-2', '6-1', '2-5', '2-3', '2-2', '2-4', '2-1', '5-2', '5-1', '9-3', '9-2', '9-1', '4-2', '4-1', '1-2', '1-1']",0,1.0
744195-52,"['3-1', '3-2', '8-2', '8-3', '8-5']",0,1.0
758558-52,"['2-5', '4-2', '3-2', '7-2', '8-3', '9-1', '6-1', '5-1', '1-1']",0,1.0
793853-52,"['4-1', '4-2', '2-2', '3-1', '2-3']",0,1.0
799385-52,['1-2'],0,1.0
829574-52,"['3-1', '3-2', '4-2', '8-2', '8-4']",0,1.0
844876-52,"['9-1', '9-2', '3-2', '3-1', '1-2', '1-1', '4-2', '4-1', '2-4', '2-5', '2-2', '2-3', '2-1', '7-2', '7-1', '6-2', '6-1', '5-2', '5-1', '8-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
852409-52,"['8-4', '2-4', '3-2', '7-2', '1-2']",0,1.0
855769-52,"['3-1', '5-1', '3-2', '4-1', '8-2']",0,1.0
873791-52,"['3-2', '3-1', '8-5', '8-2', '8-3', '8-1', '8-4']",0,1.0
883658-52,"['8-3', '3-1', '3-2', '8-4', '8-1']",0,1.0
896218-52,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
900965-52,"['8-4', '8-2', '8-5', '3-2', '3-1']",0,1.0
911488-52,"['1-1', '2-1', '3-1', '4-1', '1-2']",0,1.0
51539908-56,"['2-5', '2-3', '2-4', '2-2', '2-1']",0,1.0
183958953-56,"['7-1', '7-2', '3-1', '3-2', '5-1', '5-2', '8-5', '8-3', '8-4', '8-1', '8-2']",0,1.0
202283441-56,"['8-1', '8-4', '8-3', '8-5', '8-2', '3-1', '3-2']",0,1.0
230449389-56,"['3-1', '6-1', '2-5', '1-1', '8-1']",0,1.0
249681302-56,"['8-4', '9-2', '2-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
318148573-56,"['8-1', '8-5', '8-2', '3-1', '3-2']",0,1.0
403989520-56,"['2-5', '8-4', '2-4', '8-5', '2-3']",0,1.0
764747500-56,"['2-2', '2-1', '2-4', '2-5', '2-3']",0,1.0
832346950-56,"['2-2', '6-2', '2-4', '6-1', '2-5', '4-2', '4-1']",0,1.0
1182305899-56,"['8-3', '8-1', '8-5', '8-4', '8-2', '1-2', '1-1', '7-2', '7-1', '4-2', '4-1', '3-2', '3-1']",0,1.0
1280227032-56,"['8-1', '4-1', '4-2', '8-3', '8-2']",0,1.0
1291171254-56,"['5-1', '3-1', '3-2', '4-1', '4-2', '8-2', '8-1', '8-3', '8-5', '8-4']",0,1.0
1362809810-56,"['2-5', '2-3', '2-4', '2-2', '2-1']",0,1.0
1409891522-56,"['2-5', '2-4', '2-3', '2-1', '2-2']",0,1.0
1462973241-56,"['3-1', '3-2', '8-1', '6-2', '8-4', '6-1', '8-2', '8-3', '8-5']",0,1.0
1572179739-56,"['7-2', '7-1', '2-5', '9-2', '3-1']",0,1.0
1627267464-56,"['8-3', '8-4', '8-2', '8-5', '8-1']",0,1.0
1731245980-56,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
1825828307-56,"['2-1', '2-2', '2-5', '2-3', '2-4']",0,1.0
1899779374-56,"['8-4', '2-4', '3-1', '7-2', '5-1']",0,1.0
2035557594-56,"['8-4', '2-1', '8-2', '2-3', '6-2']",0,1.0
2147022234-56,"['2-5', '2-4', '2-1', '2-2', '2-3']",0,1.0
43128455-59,"['2-5', '3-2', '8-3', '7-1', '5-2']",0,1.0
69539011-59,"['3-1', '3-2', '8-5', '8-4', '8-3']",0,1.0
72327191-59,"['6-2', '6-1', '8-5', '8-4', '8-3']",0,1.0
382076935-59,"['8-5', '8-2', '8-4', '8-3', '8-1', '3-2', '3-1', '5-2', '5-1', '9-1']",0,1.0
422632325-59,"['2-5', '2-4', '2-1', '2-2', '2-3', '6-2', '6-1', '5-2', '5-1', '4-2', '4-1', '8-4', '8-2', '8-3', '8-5', '8-1', '9-2', '9-3', '9-1', '7-2', '7-1', '1-2', '1-1', '3-2', '3-1']",0,1.0
429586836-59,"['2-5', '2-3', '2-4', '2-2', '2-1']",0,1.0
450990067-59,"['3-1', '9-1', '2-4']",0,1.0
534207270-59,"['3-1', '3-2', '4-1', '4-2', '7-1', '7-2', '8-1', '8-4', '8-2', '8-3', '8-5', '5-1', '5-2']",0,1.0
559496564-59,"['8-5', '8-4', '8-3', '8-2', '8-1']",0,1.0
716441810-59,"['2-5', '2-2', '2-4']",0,1.0
718023925-59,"['2-4', '2-2', '2-5', '2-1', '2-3']",0,1.0
839419491-59,"['8-3', '8-4', '8-2', '8-1', '8-5']",0,1.0
904167121-59,"['7-1', '7-2', '3-1', '3-2', '8-3', '8-4', '8-5', '8-1', '8-2', '6-1', '6-2', '9-3', '9-1', '9-2', '5-1', '5-2', '4-1', '1-1', '1-2', '4-2', '2-2', '2-1', '2-5', '2-4', '2-3']",0,1.0
1024396540-59,"['8-5', '8-3', '3-1', '8-2', '3-2', '8-1', '8-4']",0,1.0
1067312012-59,"['5-1', '5-2', '9-2', '9-1', '4-2', '4-1', '6-2', '6-1', '9-3', '7-2', '7-1', '1-2', '1-1', '3-2', '3-1', '2-2', '2-5', '2-1', '2-3', '2-4', '8-2', '8-5', '8-1', '8-3', '8-4']",0,1.0
1314391817-59,"['3-1', '8-4', '8-3', '3-2', '1-2']",0,1.0
1357766934-59,"['5-1', '3-1', '8-3', '8-4', '7-2', '3-2', '5-2', '8-1', '8-2', '8-5']",0,1.0
1365234589-59,"['8-3', '8-4', '8-1', '6-1', '1-2', '4-2', '4-1']",0,1.0
1387676305-59,"['9-1', '9-2', '7-1', '7-2', '4-1', '4-2', '5-1', '5-2', '6-2', '6-1', '3-1', '3-2']",0,1.0
1447119419-59,"['2-5', '2-1', '5-2', '6-2', '2-3']",0,1.0
1460416369-59,"['3-1', '3-2', '7-1', '7-2', '1-1']",0,1.0
1483114282-59,"['3-1', '3-2', '1-1', '1-2', '4-1']",0,1.0
1506333418-59,"['8-5', '8-2', '8-3', '8-1', '8-4', '3-2', '3-1']",0,1.0
1723382539-59,"['2-4', '2-5', '2-3', '2-1', '2-2', '3-1', '3-2', '9-2', '9-1']",0,1.0
1772521439-59,"['2-4', '8-3', '8-4', '9-1', '7-2']",0,1.0
1797310033-59,"['8-5', '8-1', '2-5', '8-2', '2-1']",0,1.0
1907341354-59,"['3-2', '3-1', '8-2', '8-3', '8-1']",0,1.0
1949409029-59,"['8-3', '8-5', '3-1', '3-2', '8-4']",0,1.0
1961058653-59,"['8-2', '3-1', '5-1', '6-2', '8-3']",0,1.0
1965561650-59,"['5-1', '5-2', '8-3', '8-4', '8-2', '8-5', '8-1', '2-5', '3-2', '3-1']",0,1.0
2032587562-59,"['2-4', '2-2', '2-1', '2-5', '2-3']",0,1.0
2046301422-59,"['2-1', '8-1', '7-1', '7-2', '2-3', '2-5', '2-4', '2-2', '8-3', '8-5', '8-4', '8-2']",0,1.0
2090695934-59,"['8-3', '8-1', '7-1', '5-2', '8-2']",0,1.0
152508256-63,"['8-5', '8-4', '8-3', '8-2', '8-1']",0,1.0
200991960-63,"['2-5', '3-1', '8-2', '8-4', '8-3']",0,1.0
217688088-63,"['3-1', '3-2']",0,1.0
336224642-63,"['8-2', '8-3', '8-5', '8-4', '8-1', '3-1', '3-2', '5-1']",0,1.0
410762273-63,"['8-5', '8-4', '3-2', '3-1', '8-3', '8-2', '8-1']",0,1.0
422065388-63,"['8-3', '8-4', '8-5', '3-1', '3-2']",0,1.0
575072033-63,"['3-1', '8-5', '3-2', '7-2', '8-1']",0,1.0
576428751-63,"['2-5', '4-1', '3-1', '7-1', '1-2', '8-5']",0,1.0
665796585-63,"['2-4', '2-1', '2-2', '2-5', '2-3']",0,1.0
727413162-63,"['8-4', '3-2', '7-2', '4-1', '2-4', '8-3']",0,1.0
744671637-63,"['6-2', '2-4', '8-5', '6-1', '4-2']",0,1.0
792565449-63,"['3-1', '3-2', '5-1', '5-2', '8-5', '8-3', '8-1', '8-2', '8-4']",0,1.0
817476697-63,"['8-2', '8-4', '8-5', '8-3', '8-1']",0,1.0
900883249-63,"['2-4', '3-2', '4-2', '5-1', '2-5']",0,1.0
930678948-63,"['3-2', '3-1', '8-2', '8-3', '8-1', '8-4', '8-5']",0,1.0
942701888-63,"['7-2', '5-2', '4-2', '2-3', '6-2']",0,1.0
957230003-63,"['2-5', '5-1', '9-2', '9-1']",0,1.0
1052486690-63,"['8-2', '7-1', '2-1', '1-1', '3-1']",0,1.0
1066885691-63,['8-5'],0,1.0
1379476400-63,"['3-1', '3-2', '5-1', '5-2', '6-1', '6-2']",0,1.0
1963035118-63,"['8-2', '8-5', '8-1', '8-3', '8-4']",0,1.0
2130506756-63,"['8-3', '8-2', '8-4', '8-1', '8-5']",0,1.0
24266543-64,"['8-5', '8-4', '8-2', '8-3', '8-1', '3-1', '3-2']",0,1.0
212610211-64,"['2-5', '2-3', '2-4', '2-1', '2-2']",0,1.0
297667989-64,"['8-5', '9-1', '8-3', '8-1', '9-3', '9-2', '8-4', '8-2']",0,1.0
390153789-64,"['4-2', '4-1', '8-2', '8-5', '8-3', '9-2']",0,1.0
654974646-64,"['2-4', '2-5', '6-2', '3-2', '2-1']",0,1.0
735546056-64,"['1-2', '3-2', '8-2', '5-2', '4-2']",0,1.0
850364450-64,"['2-5', '8-4', '8-5', '8-2', '2-4']",0,1.0
1177522810-64,"['1-1', '3-1', '3-2', '7-1', '7-2', '2-4', '4-1', '1-2']",0,1.0
1312647891-64,['8-1'],0,1.0
1514897326-64,"['1-2', '2-4', '8-4', '8-3', '8-2']",0,1.0
1546919274-64,"['7-2', '3-2', '4-2', '8-3', '8-1']",0,1.0
1658713480-64,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
1682584870-64,"['5-1', '4-1', '4-2', '5-2', '3-1', '3-2', '6-2']",0,1.0
1886420250-64,"['6-1', '3-1', '3-2', '8-3', '8-1']",0,1.0
2050236211-64,"['3-1', '3-2', '8-1', '8-3', '8-5']",0,1.0
2136728051-64,"['8-1', '3-1', '5-1', '1-1', '6-1']",0,1.0
3968462-65,"['8-5', '8-4', '8-3', '8-1', '8-2']",0,1.0
35648677-65,"['8-5', '8-3', '6-2', '6-1', '8-1']",0,1.0
69711560-65,"['8-4', '8-3', '8-2', '2-5', '2-4']",0,1.0
72726739-65,"['4-2', '4-1', '8-2', '8-5', '8-3']",0,1.0
161392709-65,"['8-5', '8-4', '8-2', '8-3', '7-1']",0,1.0
214773043-65,"['8-4', '8-3', '8-2', '3-1', '1-2']",0,1.0
216608963-65,"['8-4', '5-1', '3-1', '3-2', '8-3', '5-2', '7-1']",0,1.0
239086018-65,"['8-5', '8-2', '8-1', '2-4', '4-1']",0,1.0
271152932-65,"['8-5', '8-2', '8-4', '8-3', '8-1']",0,1.0
277891506-65,"['8-4', '8-5', '8-1', '8-3', '8-2', '3-1', '3-2', '9-1', '9-2', '2-5', '2-4', '2-2', '2-1', '2-3', '5-1', '5-2', '1-2', '1-1', '6-1', '6-2', '7-2', '7-1', '4-2', '4-1', '9-3']",0,1.0
278177810-65,"['8-4', '8-5', '8-2', '9-1', '2-4']",0,1.0
291740628-65,"['8-4', '8-5', '8-1', '8-2', '8-3']",0,1.0
311389615-65,"['8-4', '8-5', '8-1', '8-3', '8-2', '9-1', '9-2', '9-3', '3-1', '3-2']",0,1.0
348869175-65,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
370261728-65,"['8-4', '8-2', '8-3', '8-5', '8-1']",0,1.0
384092953-65,"['2-2', '2-3', '2-4', '2-5', '2-1']",0,1.0
394628447-65,"['4-2', '3-2', '2-5', '8-3', '8-5']",0,1.0
404067785-65,"['2-2', '1-2', '4-2', '8-2', '5-2']",0,1.0
407572206-65,"['8-4', '8-3', '8-1', '8-2', '8-5', '3-1', '3-2', '5-1', '5-2', '7-1', '7-2']",0,1.0
421888409-65,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
447544855-65,"['8-4', '8-3', '8-5', '8-2', '8-1']",0,1.0
490232838-65,"['2-5', '4-2', '6-1', '7-1', '2-4']",0,1.0
506356344-65,"['4-2', '4-1', '2-4', '8-4', '8-5']",0,1.0
525621201-65,"['8-4', '8-3', '8-5', '8-1', '8-2']",0,1.0
539007338-65,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
597491907-65,"['8-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
606941817-65,"['8-4', '8-5', '8-1', '8-2', '8-3', '3-2', '3-1', '2-3', '2-2', '1-2']",0,1.0
607924474-65,"['8-4', '8-3', '8-5', '5-1', '3-1', '8-1', '8-2', '5-2', '3-2']",0,1.0
614326135-65,"['2-5', '2-3', '2-4', '2-1', '2-2']",0,1.0
617263701-65,"['8-4', '8-3', '8-5', '8-1', '8-2']",0,1.0
664977362-65,"['4-2', '4-1', '2-4', '2-5', '7-1']",0,1.0
680031325-65,"['4-2', '7-2', '2-4', '8-4', '5-1', '6-1', '9-1', '8-1', '2-2', '1-1', '1-2', '6-2']",0,1.0
693244335-65,"['8-5', '4-2', '7-2', '3-2', '8-4']",0,1.0
698680739-65,"['2-2', '2-5', '2-4', '2-3', '2-1']",0,1.0
703587373-65,"['8-4', '8-3', '8-2', '8-5', '6-2']",0,1.0
703850830-65,"['8-5', '8-1', '8-3', '8-4', '8-2']",0,1.0
740974614-65,"['4-1', '4-2', '5-1', '5-2', '7-2']",0,1.0
778176899-65,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
793220984-65,"['8-4', '8-1', '8-2', '5-1', '7-1']",0,1.0
793843970-65,"['8-4', '8-5', '8-2', '1-2', '1-1', '3-1']",0,1.0
797955001-65,"['8-4', '8-3', '7-2', '8-2', '8-5']",0,1.0
802592827-65,"['8-4', '8-3', '6-2', '2-5', '9-1']",0,1.0
831129010-65,"['4-2', '3-2', '5-2', '7-2', '6-2', '2-5', '1-2', '8-5']",0,1.0
838875268-65,"['8-4', '2-4', '8-5', '2-5', '8-1']",0,1.0
885867642-65,"['8-4', '8-1', '8-5', '3-1', '3-2', '7-2', '7-1']",0,1.0
900667042-65,"['8-4', '8-3', '8-5', '4-2', '7-2']",0,1.0
904149104-65,"['8-4', '8-3', '8-5', '8-2', '8-1', '2-4', '2-5', '2-1', '2-2', '2-3', '3-1', '3-2']",0,1.0
957431878-65,"['8-4', '8-1', '8-5', '8-3', '8-2', '9-1', '9-2']",0,1.0
986235631-65,"['8-5', '8-3', '8-2', '8-1', '8-4']",0,1.0
996795433-65,"['8-5', '8-1', '9-3', '3-2', '8-4']",0,1.0
1003084979-65,"['8-4', '8-3', '8-5', '7-2', '3-1']",0,1.0
1025755340-65,"['8-5', '8-4', '8-2', '8-3', '2-4']",0,1.0
1063301522-65,"['8-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
1093396158-65,"['8-4', '8-5', '2-4', '2-5', '2-2']",0,1.0
1108128748-65,"['8-4', '8-2', '8-1', '8-3', '8-5']",0,1.0
1162635262-65,"['8-5', '8-4', '1-2', '3-1', '3-2']",0,1.0
1167816383-65,"['8-4', '8-1', '8-3', '8-2', '8-5']",0,1.0
1190320623-65,"['8-4', '8-2', '8-5', '8-3', '8-1']",0,1.0
1206855515-65,"['8-5', '8-2', '8-4', '8-3', '8-1']",0,1.0
1211346097-65,"['8-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
1217898590-65,"['8-5', '8-3', '8-4', '8-2', '3-1']",0,1.0
1222409198-65,"['8-4', '8-3', '5-1', '3-1', '3-2']",0,1.0
1242317504-65,"['8-4', '8-5', '8-3', '8-2', '8-1', '3-2', '3-1', '6-2', '6-1', '4-2', '4-1', '5-2', '5-1', '2-5', '2-4', '2-3', '2-2', '2-1', '9-3', '9-2', '9-1', '7-2', '7-1', '1-2', '1-1']",0,1.0
1246473390-65,"['8-4', '3-1', '3-2', '8-2', '6-2']",0,1.0
1256931907-65,"['8-4', '8-2', '8-1', '8-3', '8-5']",0,1.0
1323345463-65,"['8-5', '3-2', '8-3', '2-3', '2-2']",0,1.0
1332999684-65,"['8-4', '8-2', '8-5', '8-1', '8-3']",0,1.0
1355800368-65,"['8-4', '8-2', '8-1', '8-3', '8-5']",0,1.0
1453117734-65,"['8-5', '8-4', '8-2', '8-3', '8-1']",0,1.0
1484745038-65,"['8-4', '8-3', '8-5', '8-2', '8-1']",0,1.0
1487775294-65,"['8-4', '8-5', '8-1', '8-3', '8-2', '3-2', '3-1']",0,1.0
1488962998-65,"['2-2', '2-1', '2-5', '2-4', '2-3', '4-2', '4-1', '6-2', '6-1', '9-2', '9-1', '9-3', '7-2', '7-1', '1-2', '1-1', '5-2', '5-1', '3-2', '8-2', '8-1', '8-5', '8-4', '8-3', '3-1']",0,1.0
1534074217-65,"['8-4', '8-2', '8-5', '8-1', '1-2']",0,1.0
1544754130-65,"['4-2', '4-1', '3-2', '3-1', '5-1']",0,1.0
1553675591-65,"['8-4', '8-1', '8-2', '8-3', '8-5']",0,1.0
1566047822-65,"['2-2', '2-4', '2-5', '2-1', '2-3']",0,1.0
1583489824-65,"['8-4', '8-5', '8-3', '8-2', '8-1']",0,1.0
1606995866-65,"['8-5', '1-1', '9-2', '8-3', '3-1']",0,1.0
1618799996-65,"['2-2', '2-4', '2-3', '2-5', '2-1']",0,1.0
1625479326-65,"['8-5', '8-1', '8-3', '8-4', '8-2']",0,1.0
1646152805-65,"['4-2', '4-1', '5-2', '8-5', '1-2']",0,1.0
1646868096-65,"['2-5', '2-2', '2-3', '6-2', '2-4', '7-2', '6-1', '5-1', '1-2', '1-1', '4-1', '3-2', '7-1', '3-1', '8-1', '9-1', '8-3', '8-4', '8-5', '9-2', '9-3', '8-2']",0,1.0
