identifier,votes,pref,value
43941-154,"['2-3', '2-4', '3-1', '6-1', '6-2']",0,1.0
43980-154,"['2-4', '2-3', '2-2', '2-1', '2-5']",0,1.0
44274-154,"['8-3', '8-5', '8-1', '4-1', '4-2']",0,1.0
44321-154,"['2-2', '2-3', '8-3', '2-4', '8-1']",0,1.0
44565-154,"['2-5', '6-2', '2-3', '2-2', '2-4']",0,1.0
44716-154,"['8-1', '8-4', '8-3', '8-2', '8-5']",0,1.0
44745-154,"['8-1', '8-5', '8-4', '8-2', '8-3', '2-5', '2-1', '2-3']",0,1.0
44859-154,"['8-3', '2-4', '2-5', '1-1', '1-2', '2-3', '2-1', '2-2', '9-2', '9-3', '9-1', '7-1', '7-2', '4-1', '4-2', '8-1', '8-2', '8-4', '8-5', '6-1', '6-2', '3-1', '3-2', '5-1', '5-2']",0,1.0
45007-154,"['2-2', '2-4', '2-5', '2-1', '6-2']",0,1.0
45194-154,"['2-3', '2-5', '2-2', '2-1', '2-4']",0,1.0
45770-154,"['3-2', '3-1', '8-5', '8-3', '8-4', '8-1', '8-2', '6-2', '6-1', '5-1', '5-2']",0,1.0
45873-154,"['8-5', '2-5', '5-1', '8-3', '6-2']",0,1.0
46019-154,"['3-1', '2-4', '8-4', '8-2', '8-3', '8-5', '2-5', '2-2', '3-2', '8-1', '9-1', '7-1', '7-2', '1-1', '1-2']",0,1.0
46037-154,"['8-4', '8-3', '8-5', '9-1', '2-2', '4-2', '6-2', '6-1', '9-3', '7-2', '7-1', '4-1', '2-4', '3-2', '3-1', '5-2', '5-1', '8-1', '8-2', '9-2', '2-3', '1-2', '1-1', '2-5']",0,1.0
46121-154,"['6-1', '4-1', '2-3', '8-1', '9-1']",0,1.0
46283-154,"['3-1', '7-2', '7-1', '4-1', '4-2']",0,1.0
46297-154,"['8-5', '8-4', '8-3', '8-1', '8-2']",0,1.0
46452-154,"['5-1', '5-2', '3-1', '3-2', '2-5', '2-4', '8-3', '8-1', '8-4', '8-5', '8-2', '2-3', '2-1', '2-2', '6-1', '6-2', '7-1', '7-2', '9-3', '9-1', '9-2', '1-1', '1-2']",0,1.0
46553-154,"['2-4', '2-1', '2-5', '2-2', '2-3', '5-1', '5-2', '4-1', '4-2', '6-1', '6-2', '9-1', '3-1', '3-2', '8-3', '8-2', '8-4', '8-5', '8-1', '9-2', '9-3', '7-2', '7-1', '1-2', '1-1']",0,1.0
46647-154,"['5-1', '9-1', '5-2', '6-2', '2-2', '8-2', '2-5', '8-5', '2-4', '8-4', '2-1', '8-1', '2-3', '8-3', '6-1', '3-2', '3-1', '9-3', '9-2', '4-2', '4-1', '1-2', '1-1', '7-2', '7-1']",0,1.0
46672-154,"['3-1', '3-2', '8-3', '8-5', '8-2', '8-4', '8-1', '6-2', '6-1', '5-2', '5-1', '1-2', '1-1', '7-2', '7-1', '9-3', '9-2', '9-1', '4-1', '4-2', '2-1', '2-4', '2-2', '2-3', '2-5']",0,1.0
46965-154,"['3-1', '3-2', '5-1', '8-3', '5-2', '6-2', '8-4', '8-5', '8-2']",0,1.0
47244-154,"['1-1', '1-2', '2-5', '8-5', '8-2']",0,1.0
47368-154,"['8-4', '8-3', '8-1', '8-5', '8-2']",0,1.0
47631-154,"['2-3', '9-3', '2-2']",0,1.0
47770-154,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
47928-154,"['2-4', '2-5', '2-2', '8-5', '8-4']",0,1.0
48157-154,"['8-5', '2-5', '1-2', '8-4', '9-1']",0,1.0
48433-154,"['8-1', '5-1', '8-4', '8-3', '8-2']",0,1.0
48438-154,"['2-4', '2-5', '2-3', '2-1', '2-2', '6-2', '6-1', '7-2', '7-1', '5-2', '5-1', '4-2', '4-1', '1-2', '1-1', '9-2', '9-1', '9-3', '3-2', '3-1', '8-2', '8-1', '8-5', '8-3', '8-4']",0,1.0
48571-154,"['1-1', '2-4', '3-1', '4-1', '5-1']",0,1.0
48916-154,"['2-5', '2-4', '2-1', '2-2', '2-3']",0,1.0
48961-154,"['2-4', '2-5', '5-1', '4-1', '8-4', '5-2']",0,1.0
48995-154,"['2-4', '8-5', '3-1', '2-3', '8-4']",0,1.0
49275-154,"['2-5', '2-3', '2-2', '2-4', '2-1']",0,1.0
49651-154,"['8-3', '8-5', '8-4', '8-1', '8-2', '3-2', '3-1']",0,1.0
50149-154,"['8-5', '8-3', '3-2', '3-1', '8-2']",0,1.0
50240-154,"['2-1', '2-5', '2-4', '2-2', '2-3']",0,1.0
50627-154,"['2-4', '8-3', '8-5', '8-1', '8-4', '8-2', '2-2', '2-1', '2-3', '2-5', '5-2', '5-1', '7-2', '7-1', '6-2', '6-1', '4-2', '4-1', '3-2', '3-1', '1-2', '1-1', '9-3', '9-2', '9-1']",0,1.0
50915-154,"['2-4', '8-4', '8-5', '8-3', '8-1', '2-5', '2-3', '2-1', '2-2', '8-2', '4-1', '4-2', '9-3', '9-1', '9-2', '7-2']",0,1.0
50918-154,"['1-1', '1-2', '3-1', '3-2', '6-2']",0,1.0
51738-154,"['8-4', '8-3', '8-5', '8-2', '8-1']",0,1.0
51757-154,"['2-5', '2-2', '2-1', '2-3', '2-4']",0,1.0
52457-154,"['8-5', '8-3', '8-1', '8-2', '8-4']",0,1.0
53393-154,"['2-1', '2-2', '2-5', '8-5', '8-1']",0,1.0
53412-154,"['8-4', '8-3', '8-5', '8-2', '2-4']",0,1.0
53548-154,"['8-5', '8-2', '8-4', '8-3', '8-1']",0,1.0
53636-154,"['5-1', '3-1', '3-2', '8-3', '8-1']",0,1.0
53700-154,"['6-2', '4-2', '6-1', '2-2', '2-5']",0,1.0
53724-154,"['6-2', '2-2', '8-4', '2-4', '8-1']",0,1.0
53851-154,"['6-2', '2-3', '6-1', '2-2', '2-1']",0,1.0
53911-154,"['8-1', '8-3', '8-5', '8-4', '8-2']",0,1.0
54482-154,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
54494-154,"['8-4', '1-2', '7-2', '3-2']",0,1.0
54524-154,"['8-2', '8-4', '8-5', '8-3', '8-1']",0,1.0
54889-154,"['8-4', '8-3', '8-1', '8-5', '8-2']",0,1.0
54989-154,"['2-1', '8-1', '2-5', '2-3', '8-5', '8-3']",0,1.0
55310-154,"['2-5', '8-4', '1-2', '9-1', '5-2']",0,1.0
55442-154,"['2-4', '2-3', '6-2', '6-1', '2-5', '2-2', '1-1', '1-2', '3-1', '3-2', '2-1', '4-1', '4-2', '5-1', '5-2', '7-1', '7-2', '8-4', '8-3', '8-1', '8-5', '8-2', '9-3', '9-1', '9-2']",0,1.0
55644-154,"['8-5', '8-4', '8-2', '8-3', '3-1']",0,1.0
56061-154,"['2-2', '2-5', '2-4', '2-3', '2-1']",0,1.0
56106-154,"['8-5', '8-1', '2-2', '2-1', '2-4', '1-2', '1-1']",0,1.0
56514-154,"['8-3', '7-1', '5-1', '4-1', '3-1', '1-1', '2-2', '4-2', '2-4', '8-4', '8-2', '7-2']",0,1.0
56868-154,"['8-1', '8-5', '8-3', '8-2', '8-4']",0,1.0
57133-154,"['4-1', '4-2', '6-2', '6-1', '7-1']",0,1.0
57224-154,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
57261-154,"['8-5', '8-3', '8-1', '8-4', '8-2', '6-2', '3-1', '5-2', '5-1', '3-2', '9-1']",0,1.0
57325-154,"['2-5', '2-2', '2-3', '2-4', '2-1']",0,1.0
57721-154,"['1-2', '3-2', '2-5', '2-1', '3-1', '1-1', '2-3', '2-2']",0,1.0
58014-154,"['8-1', '8-4', '2-1', '2-3', '1-2']",0,1.0
58032-154,"['8-4', '8-5', '3-1', '8-2', '8-3']",0,1.0
58408-154,"['8-2', '8-1', '8-5', '8-3', '8-4', '3-1', '3-2', '4-2', '4-1', '5-2', '5-1', '6-2', '6-1', '7-2', '7-1', '9-2', '9-1', '9-3', '1-2', '1-1', '2-2', '2-5', '2-1', '2-3', '2-4']",0,1.0
58442-154,"['8-1', '8-2', '8-3', '8-5', '8-4']",0,1.0
58544-154,"['1-2', '3-2', '8-3', '9-3', '7-1', '2-4']",0,1.0
58615-154,"['6-2', '8-3', '2-5', '8-4', '2-4']",0,1.0
58720-154,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
58735-154,"['8-3', '8-2', '8-5', '8-4', '8-1']",0,1.0
58802-154,"['8-5', '8-3', '8-1', '3-1', '3-2']",0,1.0
59062-154,"['2-3', '2-4', '2-2', '2-5', '2-1']",0,1.0
59277-154,"['8-4', '8-5', '8-1', '8-2', '8-3']",0,1.0
59371-154,"['8-4', '8-5', '8-2', '1-2', '1-1']",0,1.0
59435-154,"['5-1', '5-2', '8-5', '8-2', '8-3', '8-4', '8-1']",0,1.0
59686-154,"['5-1', '3-2', '3-1', '4-1', '4-2', '6-2', '8-2', '8-1', '8-3', '8-4', '8-5', '5-2', '9-1', '9-2', '9-3', '6-1']",0,1.0
59712-154,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
59981-154,"['8-4', '8-5', '8-1', '8-3', '8-2']",0,1.0
60004-154,"['1-1', '2-3', '3-2', '5-1', '9-1']",0,1.0
60279-154,"['9-1', '2-4', '9-2', '2-5', '2-2']",0,1.0
60315-154,"['2-3', '2-5', '2-2', '2-4', '2-1']",0,1.0
60619-154,"['2-4', '2-2', '2-5', '2-1', '2-3']",0,1.0
60656-154,"['3-2', '3-1', '8-2', '8-1', '8-4', '8-3', '8-5', '1-2', '1-1', '7-2', '7-1', '6-2', '6-1', '9-2', '9-1', '9-3', '4-2', '4-1', '2-2', '2-1', '2-4', '2-3', '2-5', '5-2', '5-1']",0,1.0
60842-154,"['8-3', '8-4', '8-5', '8-2', '8-1', '6-1', '6-2', '9-1', '4-1', '4-2', '5-1', '5-2', '7-1', '7-2', '9-3', '9-2', '3-1', '3-2', '2-4', '2-5', '2-2', '2-3', '2-1', '1-1', '1-2']",0,1.0
61058-154,"['3-1', '8-5', '8-1', '3-2', '8-3', '8-2', '8-4']",0,1.0
61101-154,"['8-4', '8-5', '8-2', '8-3', '8-1']",0,1.0
61217-154,"['2-2', '2-4', '2-5', '8-3', '8-5']",0,1.0
61441-154,"['2-1', '2-3', '3-1', '2-2', '2-5']",0,1.0
61481-154,"['3-2', '3-1', '2-5', '2-3', '2-4']",0,1.0
61529-154,"['8-5', '2-5', '3-1', '5-1', '9-1']",0,1.0
61545-154,"['3-2', '3-1', '9-3', '8-1', '2-1']",0,1.0
61835-154,"['8-1', '8-2', '8-5', '8-4', '8-3']",0,1.0
61952-154,"['2-3', '2-2', '2-4', '2-1', '2-5']",0,1.0
62332-154,"['2-3', '2-2', '2-5', '2-4', '2-1']",0,1.0
62513-154,"['2-4', '2-5', '2-3', '2-1', '2-2']",0,1.0
62551-154,"['2-5', '2-4', '2-3', '2-2', '2-1', '5-2', '5-1', '4-2', '4-1', '3-2', '3-1', '6-2', '6-1', '7-2', '7-1', '8-5', '8-4', '8-3', '8-2', '8-1', '9-3', '9-2', '9-1', '1-2', '1-1']",0,1.0
62584-154,"['8-5', '8-1', '8-3', '8-4', '8-2']",0,1.0
62662-154,"['1-2', '8-4', '8-3', '8-1', '8-2', '8-5', '9-1', '9-3', '9-2', '1-1', '3-1', '3-2', '5-1', '5-2']",0,1.0
62685-154,"['2-4', '2-2', '2-1', '2-5', '2-3']",0,1.0
62827-154,"['3-1', '3-2', '1-1', '1-2', '8-3', '8-1', '8-5', '8-2', '8-4']",0,1.0
62922-154,"['8-3', '7-2', '3-1', '2-2', '8-5']",0,1.0
63259-154,"['8-3', '8-5', '8-1', '8-4', '8-2']",0,1.0
63983-154,"['2-2', '2-5', '8-4', '8-3', '8-2']",0,1.0
64391-154,"['8-3', '8-4', '5-1', '2-4', '2-5']",0,1.0
64722-154,"['2-5', '2-4', '2-1', '2-2', '2-3']",0,1.0
64847-154,"['3-1', '3-2', '8-1', '8-2', '8-5']",0,1.0
64868-154,"['8-5', '8-1', '8-4', '8-2', '8-3']",0,1.0
65501-154,"['3-1', '3-2', '8-4', '8-3', '7-1']",0,1.0
65550-154,"['2-1', '2-3', '2-2', '2-4', '2-5']",0,1.0
65567-154,"['8-3', '8-4', '8-2', '8-5', '3-1']",0,1.0
65710-154,"['2-4', '4-2', '4-1', '2-1', '9-1', '9-2', '9-3']",0,1.0
65954-154,"['2-5', '2-1', '2-3', '2-4', '2-2']",0,1.0
66006-154,"['2-2', '2-1', '2-4', '2-3', '2-5']",0,1.0
66167-154,"['8-3', '8-5', '8-4', '8-2', '8-1']",0,1.0
66363-154,"['8-3', '8-4', '8-5', '8-2', '3-1']",0,1.0
66464-154,"['2-2', '2-5', '2-3', '2-4', '2-1']",0,1.0
66682-154,"['2-1', '2-5', '2-2', '2-3', '2-4']",0,1.0
66956-154,"['2-4', '2-1', '2-2', '2-5', '2-3']",0,1.0
67307-154,"['2-5', '2-2', '2-4', '3-2', '9-3']",0,1.0
67459-154,"['9-2', '8-5', '2-5', '1-2', '5-2']",0,1.0
67558-154,"['2-3', '3-1', '8-1', '8-5', '8-3']",0,1.0
67573-154,"['2-4', '2-5', '2-3', '2-1', '2-2']",0,1.0
67611-154,"['2-3', '2-5', '2-1', '2-2', '2-4']",0,1.0
67890-154,"['2-4', '2-5', '2-2', '8-3', '2-1']",0,1.0
68112-154,"['8-4', '8-1', '8-3', '8-2', '8-5', '3-2', '3-1', '2-2', '2-1', '2-4', '2-3', '2-5', '5-2', '5-1', '7-2', '7-1']",0,1.0
68226-154,"['2-2', '2-3', '2-4', '2-5', '2-1']",0,1.0
68232-154,"['3-1', '3-2', '5-1', '5-2', '8-3', '8-1', '8-4', '8-5', '8-2', '7-1', '7-2', '4-1', '4-2', '6-1', '6-2', '1-1', '1-2', '9-3', '9-1', '9-2', '2-3', '2-1', '2-4', '2-2', '2-5']",0,1.0
68333-154,"['3-1', '3-2', '8-2', '8-3', '8-1', '8-4', '8-5']",0,1.0
68391-154,"['2-2', '2-4', '2-1', '2-5', '2-3']",0,1.0
68402-154,"['2-2', '8-3', '1-2', '3-1', '8-4']",0,1.0
68588-154,"['5-1', '3-1', '6-2', '8-5', '8-4']",0,1.0
68902-154,"['9-2', '8-5', '2-1', '8-4', '2-2']",0,1.0
68994-154,"['8-3', '8-1', '3-1', '8-5', '8-4', '8-2', '1-2', '1-1', '3-2', '4-2', '4-1', '5-2', '5-1', '6-2', '6-1', '7-2', '7-1', '9-1', '9-3', '9-2', '2-2', '2-4', '2-1', '2-3', '2-5']",0,1.0
69020-154,"['2-5', '2-2', '2-4', '8-2', '2-1']",0,1.0
69303-154,"['8-5', '3-1', '3-2', '8-1', '8-2']",0,1.0
69865-154,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
69916-154,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
70285-154,"['2-1', '1-1', '3-2', '4-1', '5-2', '6-1', '7-2']",0,1.0
70492-154,"['8-4', '8-5', '3-1', '8-2', '8-1']",0,1.0
71046-154,"['2-1', '2-3', '2-5', '2-2', '2-4', '3-2', '9-3', '9-1', '9-2']",0,1.0
71072-154,"['6-2', '8-1', '8-5', '8-2', '8-4', '9-1', '9-2', '4-2', '4-1']",0,1.0
71351-154,"['1-1', '1-2', '3-1', '3-2', '9-3']",0,1.0
71366-154,"['3-1', '3-2', '8-1', '8-5', '8-2', '8-4', '8-3', '4-1', '4-2', '7-1', '7-2', '5-1', '5-2', '6-1', '6-2', '9-1', '9-2', '9-3', '1-1', '1-2', '2-1', '2-5', '2-2', '2-4', '2-3']",0,1.0
71540-154,"['2-3', '2-5', '2-4', '2-2', '2-1', '4-2', '4-1']",0,1.0
71732-154,"['2-1', '2-5', '2-2', '2-3', '2-4']",0,1.0
71826-154,"['8-1', '8-4', '8-2', '8-3', '8-5']",0,1.0
72042-154,"['6-1', '6-2', '5-1', '5-2', '3-1', '3-2', '9-2']",0,1.0
72054-154,"['8-3', '8-5', '8-1', '8-2', '8-4']",0,1.0
72079-154,"['8-3', '8-5', '8-2', '8-4', '8-1', '9-1']",0,1.0
72311-154,"['2-3', '3-1', '9-1', '1-2', '6-1']",0,1.0
72571-154,"['6-1', '5-1', '6-2', '8-2', '8-1', '8-3', '8-5', '8-4']",0,1.0
72768-154,"['2-5', '2-3', '2-2', '2-4', '2-1', '6-2', '6-1', '4-2', '4-1', '9-3', '9-2', '9-1', '5-2', '5-1', '7-2', '7-1', '1-2', '1-1', '8-1', '8-4', '8-2', '8-3', '8-5', '3-2', '3-1']",0,1.0
72960-154,"['2-5', '2-4', '2-3', '2-2', '2-1']",0,1.0
73305-154,"['8-5', '8-2', '8-1', '8-4', '8-3']",0,1.0
73427-154,"['2-2', '2-5', '3-1', '8-2', '3-2', '8-5', '8-3', '2-4', '2-3']",0,1.0
73465-154,"['3-2', '8-5', '8-2', '8-3', '2-5']",0,1.0
73489-154,"['8-3', '8-1', '8-2', '8-5', '8-4', '3-2']",0,1.0
73565-154,"['4-2', '4-1', '3-1', '2-2', '9-1']",0,1.0
73576-154,"['8-1', '8-3', '8-4', '8-5', '8-2', '7-1', '7-2']",0,1.0
73876-154,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
74000-154,"['3-1', '3-2', '8-4', '8-3', '8-5']",0,1.0
74056-154,"['8-3', '8-4', '8-1', '8-5', '8-2']",0,1.0
74066-154,"['2-5', '2-2', '8-5', '8-1', '2-1']",0,1.0
74222-154,"['8-1', '2-5', '2-4', '9-1', '5-1']",0,1.0
74494-154,"['2-2', '6-1', '2-5', '2-4', '4-2']",0,1.0
74821-154,"['3-1', '3-2', '8-5', '8-3', '8-4', '8-1', '8-2']",0,1.0
74970-154,"['2-4', '2-5', '2-2', '4-1', '4-2']",0,1.0
75020-154,"['2-5', '2-2', '2-1', '2-3', '2-4']",0,1.0
75026-154,"['8-1', '2-2', '3-2', '6-2', '1-2']",0,1.0
75417-154,"['8-1', '2-5', '3-1', '8-5', '2-2', '8-4']",0,1.0
75565-154,"['3-2', '9-3', '2-1', '2-3', '5-1']",0,1.0
75626-154,"['8-1', '8-3', '8-5', '8-2', '2-5']",0,1.0
76097-154,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
76166-154,"['8-5', '1-1', '3-2', '9-1', '5-1']",0,1.0
76318-154,"['2-2', '2-4', '2-5', '2-1', '2-3']",0,1.0
76533-154,"['8-1', '8-4', '8-2', '8-3', '8-5']",0,1.0
76539-154,"['8-1', '3-2', '8-5', '8-3', '8-2', '8-4']",0,1.0
76572-154,"['8-3', '8-4', '8-5', '8-1', '8-2']",0,1.0
76730-154,"['9-2', '9-1', '7-2', '6-2', '5-2', '4-2', '3-2', '2-5', '2-1', '2-2', '2-4', '2-3', '1-1', '1-2', '3-1', '4-1', '5-1', '6-1', '7-1', '8-3', '8-5', '8-1', '8-4', '8-2', '9-3']",0,1.0
76788-154,"['9-2', '2-2', '2-3', '2-1', '2-4']",0,1.0
76890-154,"['8-3', '8-1', '2-5', '2-4', '8-4']",0,1.0
77034-154,"['2-2', '2-4', '2-5', '3-1', '3-2']",0,1.0
77095-154,"['8-5', '8-2', '8-4', '8-3', '4-2']",0,1.0
77192-154,"['8-5', '8-1', '8-2', '8-4', '8-3']",0,1.0
77336-154,"['8-3', '1-2', '3-1', '6-1', '4-1']",0,1.0
77502-154,"['5-1', '9-1', '5-2', '7-2', '7-1']",0,1.0
77788-154,"['2-2', '2-4', '2-5', '2-1', '2-3']",0,1.0
77832-154,"['8-3', '8-5', '3-1', '8-2', '8-1', '8-4', '3-2']",0,1.0
77901-154,"['2-5', '2-2', '2-3', '8-5', '8-3']",0,1.0
77958-154,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
77970-154,"['2-1', '4-2', '1-2', '6-1', '3-1', '2-5', '2-2', '7-2', '7-1', '8-4', '8-3', '8-5', '5-2', '5-1', '4-1', '3-2', '2-4', '2-3', '1-1', '6-2', '8-1', '8-2', '9-3', '9-1', '9-2']",0,1.0
78277-154,"['2-3', '7-2', '4-2', '5-2', '2-5']",0,1.0
78348-154,"['9-2', '8-3', '3-1', '9-1', '1-2']",0,1.0
78386-154,"['2-2', '2-1', '2-5', '2-4', '2-3']",0,1.0
78500-154,['6-2'],0,1.0
78574-154,"['8-5', '8-4', '2-4', '2-2', '2-1']",0,1.0
78722-154,"['2-2', '3-2', '4-2', '8-2', '5-2']",0,1.0
78856-154,"['2-3', '2-1', '3-2', '9-1', '6-1']",0,1.0
79094-154,"['2-3', '2-5', '2-4', '2-1', '2-2']",0,1.0
79103-154,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
79112-154,"['3-1', '7-1', '7-2', '5-1', '5-2']",0,1.0
79310-154,['5-2'],0,1.0
79732-154,"['3-1', '8-3', '3-2', '8-4', '8-5', '4-1', '4-2', '5-1', '5-2', '9-1']",0,1.0
79909-154,"['3-1', '3-2', '4-1', '4-2', '9-1']",0,1.0
80851-154,"['8-2', '8-4', '8-5', '8-3', '8-1']",0,1.0
81112-154,"['8-2', '8-5', '8-4', '8-1', '8-3']",0,1.0
81234-154,"['2-2', '2-5', '2-4', '2-3', '8-1']",0,1.0
81325-154,"['9-2', '8-2', '8-5', '1-2', '2-4']",0,1.0
81436-154,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
81717-154,"['1-2', '1-1', '8-3', '8-5', '8-2', '8-1', '8-4']",0,1.0
82660-154,"['8-5', '3-1', '8-4', '3-2', '4-1']",0,1.0
82998-154,"['7-2', '4-1', '8-4', '5-2', '2-4']",0,1.0
84141-154,"['8-3', '8-5', '8-2', '8-4', '8-1', '3-2', '3-1']",0,1.0
84199-154,"['8-1', '8-5', '8-4', '8-3', '8-2']",0,1.0
84356-154,"['8-2', '8-4', '8-1', '8-5', '8-3']",0,1.0
84884-154,"['9-2', '1-2', '1-1', '4-2', '4-1']",0,1.0
84965-154,"['8-5', '8-4', '8-3', '8-2', '8-1']",0,1.0
85406-154,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
85422-154,"['3-1', '4-1', '6-2', '5-2', '6-1', '3-2', '8-1', '4-2', '5-1']",0,1.0
85741-154,"['3-2', '3-1', '8-4', '8-3', '8-5', '8-2', '8-1', '6-1', '6-2', '1-2', '1-1', '7-2', '7-1', '9-1', '5-1', '5-2', '4-2', '4-1', '9-3', '9-2', '2-4', '2-1', '2-5', '2-3', '2-2']",0,1.0
85786-154,"['8-4', '8-5', '8-3', '8-2', '8-1']",0,1.0
85822-154,"['8-1', '8-5', '8-2', '8-4', '8-3']",0,1.0
86363-154,"['8-3', '8-5', '8-4', '2-2', '2-4']",0,1.0
86667-154,"['8-1', '3-1', '2-5', '1-2', '8-5', '8-4', '8-3', '8-2', '9-1', '5-1', '4-1', '6-1', '4-2', '5-2', '6-2', '3-2', '7-1', '7-2', '2-3', '9-2', '9-3', '2-4', '2-1', '2-2', '1-1']",0,1.0
87204-154,"['1-2', '1-1', '2-4', '3-2', '3-1']",0,1.0
87252-154,"['2-4', '2-5', '2-1', '2-2', '2-3']",0,1.0
87359-154,"['5-1', '3-1', '4-1', '4-2', '8-2', '8-4', '8-3', '8-5', '8-1', '6-1', '6-2', '7-2', '7-1', '3-2', '5-2']",0,1.0
87477-154,['2-2'],0,1.0
87955-154,"['2-2', '2-4', '2-5', '8-4', '8-5']",0,1.0
88355-154,"['2-5', '2-4', '2-2', '2-3', '2-1', '9-1', '9-2', '6-1', '6-2', '4-1', '4-2', '5-1', '5-2', '7-1', '7-2', '1-1', '1-2', '9-3', '8-2', '8-5', '8-4', '8-1', '8-3', '3-2', '3-1']",0,1.0
88617-154,"['5-2', '5-1', '8-3', '7-2', '7-1']",0,1.0
88701-154,"['2-5', '8-3', '2-4', '9-2', '6-2', '2-3', '8-1', '8-5', '2-2', '2-1', '8-4', '9-1', '6-1', '9-3', '4-1', '4-2', '8-2', '5-1', '5-2', '7-2', '7-1', '1-2', '1-1', '3-1', '3-2']",0,1.0
88781-154,"['2-3', '2-5', '2-1', '2-4', '2-2']",0,1.0
88801-154,"['2-5', '2-3', '2-4', '2-2', '2-1']",0,1.0
89532-154,"['2-1', '2-3', '2-2', '9-1', '8-4', '8-3', '8-2', '8-1', '7-1', '7-2', '6-2', '5-1', '5-2', '4-1', '4-2']",0,1.0
90011-154,"['8-5', '8-3', '8-1', '8-2', '8-4', '4-1', '4-2', '2-5', '2-1', '2-2', '2-4', '2-3']",0,1.0
90095-154,"['1-2', '1-1', '8-4', '8-3', '7-2', '6-1', '6-2', '9-1']",0,1.0
90650-154,"['3-2', '8-2', '8-4', '8-3', '8-1']",0,1.0
90756-154,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
90842-154,"['2-4', '2-5', '2-3', '2-2', '2-1']",0,1.0
91004-154,"['2-5', '1-2', '2-2', '2-4', '1-1']",0,1.0
91525-154,"['1-2', '2-1', '6-1', '8-3', '9-2']",0,1.0
91576-154,"['2-3', '2-1', '2-4', '3-2', '4-1']",0,1.0
91938-154,"['1-1', '1-2', '8-5', '8-3', '8-2']",0,1.0
92380-154,"['2-4', '2-2', '2-5', '7-2', '9-1']",0,1.0
92431-154,"['2-5', '6-2', '5-1', '2-4', '2-1', '6-1', '5-2', '4-1', '9-1', '9-2', '7-1', '2-3', '2-2', '7-2', '9-3', '4-2', '3-1', '3-2', '1-2', '1-1', '8-1', '8-3', '8-2', '8-5', '8-4']",0,1.0
92537-154,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
92850-154,"['2-3', '3-1', '5-1', '6-1', '7-1', '8-3']",0,1.0
93005-154,"['8-3', '8-1', '2-1', '2-5', '3-1']",0,1.0
93055-154,"['2-2', '2-5', '2-4', '2-1', '2-3']",0,1.0
93202-154,"['2-3', '3-2', '8-3', '8-4', '8-2']",0,1.0
93271-154,"['2-1', '2-4', '2-3', '2-5', '2-2']",0,1.0
93342-154,"['5-1', '3-1', '4-1', '8-2', '8-1', '8-3', '8-5', '8-4', '6-2', '3-2']",0,1.0
93429-154,"['2-3', '2-5', '2-4', '2-2', '2-1']",0,1.0
93650-154,"['8-4', '8-3', '8-1', '8-2', '8-5', '2-4']",0,1.0
93822-154,"['2-5', '2-4', '2-1', '2-3', '2-2']",0,1.0
94052-154,"['8-3', '2-4', '8-1', '5-1', '3-1']",0,1.0
94185-154,"['5-1', '5-2', '3-1', '3-2', '8-1', '8-3']",0,1.0
94271-154,"['3-2', '3-1', '5-1', '5-2', '8-1', '8-2', '8-5', '8-3', '8-4']",0,1.0
94384-154,"['2-4', '2-5', '2-2', '5-1', '5-2', '4-2', '4-1', '3-1', '6-2', '6-1', '2-3', '7-1']",0,1.0
94387-154,"['2-2', '2-5', '2-4', '2-1', '2-3', '6-2', '6-1', '9-1', '3-1', '3-2', '1-1', '1-2', '4-1', '4-2', '5-1', '5-2', '7-1', '7-2', '9-3', '9-2', '8-2', '8-4', '8-1', '8-3', '8-5']",0,1.0
94501-154,"['7-1', '2-5', '3-2', '7-2', '3-1', '2-4', '2-2', '2-3', '2-1']",0,1.0
94540-154,"['5-1', '8-2', '3-1', '8-1', '8-5', '6-2', '8-3', '8-4', '3-2', '5-2', '9-2']",0,1.0
95181-154,"['2-3', '2-5', '2-1', '2-4', '2-2']",0,1.0
95474-154,"['8-1', '8-5', '8-4', '8-2', '8-3']",0,1.0
95730-154,"['2-4', '2-5', '2-2', '9-2', '9-1', '2-3', '2-1']",0,1.0
95915-154,"['2-5', '8-5', '8-4', '8-3', '2-4']",0,1.0
95984-154,"['2-3', '2-5', '2-1', '2-4', '2-2']",0,1.0
96305-154,"['8-5', '8-3', '8-2', '8-1', '8-4']",0,1.0
96352-154,"['2-2', '6-2', '2-4', '2-5', '2-1', '2-3']",0,1.0
