identifier,votes,pref,value
1915737207-152,"['1-5', '1-2', '1-1', '1-3', '1-4', '8-1', '8-2', '6-1', '6-2', '3-3', '3-1', '3-2', '2-1', '2-2', '5-1', '5-2', '7-1', '7-2', '4-3', '4-1', '4-5', '4-2', '4-4']",0,1.0
1924492004-152,"['1-2', '1-1', '1-5', '3-3', '3-1', '1-4', '1-3', '3-2']",0,1.0
1936286408-152,"['1-5', '1-3', '1-4', '1-1', '1-2']",0,1.0
1936359304-152,"['1-2', '1-4', '1-3', '1-1', '1-5', '3-2', '3-1', '3-3', '8-1', '8-2']",0,1.0
1943150646-152,"['1-2', '1-1', '1-5', '3-1', '3-3']",0,1.0
1948682353-152,"['3-2', '1-5', '4-5', '5-2', '8-2']",0,1.0
1961251082-152,"['1-3', '8-1', '4-5', '5-2', '2-1']",0,1.0
1963360287-152,"['2-2', '2-1', '7-2', '7-1', '8-2']",0,1.0
1984317254-152,"['1-3', '1-1', '1-4', '1-5', '1-2']",0,1.0
2009098926-152,"['3-1', '3-2', '3-3', '1-2', '1-4']",0,1.0
2031500858-152,"['4-1', '5-2', '7-1', '8-2', '2-2']",0,1.0
2045268869-152,"['1-3', '4-3', '5-1', '1-4', '4-4']",0,1.0
2057738381-152,"['1-3', '1-2', '1-1', '1-5', '3-3', '3-2', '3-1', '1-4', '6-1', '6-2']",0,1.0
2068769108-152,"['3-2', '3-1', '3-3', '6-2', '6-1', '1-3', '1-5', '1-1', '1-2', '1-4', '8-2', '8-1', '2-2', '2-1', '5-2', '5-1', '7-2', '7-1', '4-5', '4-2', '4-4', '4-3', '4-1']",0,1.0
2103984150-152,"['1-5', '1-3', '1-1', '1-4', '1-2', '4-4', '4-5', '4-2']",0,1.0
2128527887-152,"['1-3', '4-5', '1-4', '4-4', '1-1']",0,1.0
2135228213-152,"['1-4', '1-5', '1-1', '1-2', '1-3']",0,1.0
36798543-152,"['1-4', '1-2', '1-5', '1-3', '1-1', '4-4', '4-5', '4-1']",0,1.0
54287026-152,"['1-1', '1-3', '8-2', '6-1', '1-2', '4-1', '3-2', '8-1', '6-2', '4-4', '1-5', '3-1', '4-5', '4-3', '3-3', '5-1', '1-4', '4-2', '5-2', '2-1', '2-2', '7-2', '7-1']",0,1.0
72479942-152,"['1-4', '1-3', '1-1', '1-2', '1-5', '3-2', '3-1', '3-3']",0,1.0
96202737-152,"['1-1', '1-5', '1-2', '1-4', '1-3']",0,1.0
101157755-152,"['1-4', '1-2', '1-5', '1-1', '1-3', '3-1', '3-2', '3-3', '6-1', '6-2', '2-1', '2-2']",0,1.0
104514773-152,"['8-2', '8-1', '6-2', '6-1', '5-2']",0,1.0
132686705-152,"['1-3', '1-4', '1-1', '1-2', '1-5', '3-1', '3-2', '3-3']",0,1.0
139097803-152,"['1-4', '1-2', '1-3', '1-5', '1-1']",0,1.0
139781572-152,"['8-1', '8-2', '6-1', '6-2', '7-1', '7-2', '5-1', '5-2', '4-4', '4-1', '4-2', '4-5', '4-3', '2-1', '2-2', '1-4', '1-1', '1-2', '1-5', '1-3', '3-1', '3-2', '3-3']",0,1.0
151955215-152,"['7-2', '2-2', '8-2', '6-2', '1-3', '4-3', '3-3', '8-1', '3-2', '5-2', '1-2', '4-2', '7-1', '1-1', '6-1', '2-1', '3-1', '5-1', '4-1', '1-5', '4-5', '1-4', '4-4']",0,1.0
170690453-152,"['6-2', '6-1', '3-2', '3-1', '3-3', '1-2', '1-1', '1-5', '1-4', '1-3', '8-2', '8-1']",0,1.0
181892361-152,"['1-3', '1-4', '1-1', '1-2', '1-5', '3-1', '3-2', '3-3']",0,1.0
203336128-152,"['1-3', '1-2', '1-4', '1-1', '1-5']",0,1.0
225863463-152,"['1-3', '1-1', '1-5', '1-2', '1-4']",0,1.0
261840886-152,"['1-4', '1-3', '1-5', '1-1', '1-2']",0,1.0
349248527-152,"['6-1', '6-2', '2-1', '2-2', '8-1', '8-2', '5-1', '5-2', '7-1', '7-2', '4-4', '4-5', '4-3', '4-1', '4-2', '1-4', '1-5', '1-3', '1-1', '1-2', '3-3', '3-1', '3-2']",0,1.0
410736927-152,"['1-4', '1-1', '1-2', '1-5', '1-3']",0,1.0
418911517-152,"['6-2', '6-1', '2-2', '2-1', '1-4']",0,1.0
420342604-152,"['1-3', '1-4', '1-5', '1-2', '1-1']",0,1.0
567974129-152,"['1-4', '1-5', '1-2', '1-3', '1-1']",0,1.0
652146855-152,"['7-1', '7-2', '4-5', '4-3', '4-1', '4-2', '4-4', '5-1', '5-2', '8-1', '8-2', '6-1', '6-2', '1-1', '1-5', '1-3', '1-2', '1-4', '3-3', '3-1', '3-2', '2-1', '2-2']",0,1.0
676572190-152,"['7-1', '7-2', '4-1', '4-2', '4-5']",0,1.0
766694557-152,"['1-4', '1-1', '1-2', '1-5', '3-1', '3-2', '3-3', '1-3']",0,1.0
767155257-152,"['1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
799109375-152,"['7-1', '7-2', '6-1', '6-2', '8-1', '8-2', '2-1', '2-2', '5-1', '5-2', '4-3', '4-4', '4-5', '4-1', '4-2', '3-3', '3-1', '3-2', '1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
849872634-152,"['1-4', '1-1', '4-1', '4-4', '1-5', '4-5', '5-2']",0,1.0
926517023-152,"['1-3', '1-5', '1-4', '1-2', '1-1']",0,1.0
944734811-152,"['1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
973468900-152,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
977439083-152,"['1-4', '1-1', '1-5', '1-3', '1-2']",0,1.0
1059378278-152,"['1-3', '1-1', '1-5', '1-2', '1-4']",0,1.0
1088475176-152,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
1126526221-152,"['7-1', '7-2']",0,1.0
1153826952-152,"['1-4', '1-2', '1-5', '3-2', '7-2', '7-1']",0,1.0
1174615632-152,"['7-1', '7-2', '8-1', '8-2', '6-2']",0,1.0
1250977678-152,"['8-1', '8-2', '7-1', '7-2', '6-1', '6-2', '5-1', '5-2', '4-5', '4-1', '4-2']",0,1.0
1319361921-152,"['1-1', '1-5', '1-3', '1-2', '1-4', '3-2', '3-1', '3-3', '2-2', '2-1', '6-2', '6-1', '8-2', '8-1', '7-1', '7-2', '5-1', '5-2', '4-2', '4-3', '4-4', '4-5', '4-1']",0,1.0
1377749436-152,"['1-4', '1-3', '1-5', '1-1', '1-2']",0,1.0
1382156030-152,"['1-3', '1-1', '1-4', '1-2', '1-5']",0,1.0
1445253901-152,"['1-4', '1-1', '1-5', '1-3', '1-2']",0,1.0
1520947315-152,"['1-1', '1-5', '1-4', '1-2', '1-3', '8-1', '8-2', '7-1', '7-2', '6-1', '6-2', '5-1', '5-2', '3-3', '3-1', '3-2', '2-2', '2-1', '4-3', '4-1', '4-2', '4-4', '4-5']",0,1.0
1529047341-152,"['1-3', '4-3', '5-2', '1-1', '4-5']",0,1.0
1534002942-152,"['4-5', '4-4', '4-1', '4-2', '4-3']",0,1.0
1556247248-152,"['1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
1563278778-152,"['1-4', '2-1', '1-2', '1-1', '1-3', '1-5', '2-2']",0,1.0
1645504744-152,"['8-2', '8-1', '6-2', '6-1', '4-4', '4-1', '4-2', '4-5', '4-3', '1-5', '1-1', '1-2', '1-4', '1-3', '2-2', '2-1', '3-3', '3-2', '3-1', '7-2', '7-1', '5-2', '5-1']",0,1.0
1698987862-152,"['1-4', '1-3', '1-2', '1-1', '1-5']",0,1.0
1763232957-152,"['1-3', '1-4', '1-2', '1-5', '1-1']",0,1.0
1776792918-152,"['1-1', '3-1', '6-1', '1-3', '1-4', '1-5', '1-2', '6-2', '4-4', '3-2']",0,1.0
1786517312-152,"['7-1', '7-2', '8-1', '8-2', '4-1', '4-4', '4-5', '4-2', '4-3']",0,1.0
1790215095-152,"['7-1', '7-2', '1-3', '1-1', '1-2']",0,1.0
1803056851-152,"['1-4', '1-3', '1-2', '1-5', '1-1', '3-3', '3-1', '3-2']",0,1.0
1812100279-152,"['1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
1821322492-152,"['1-1', '3-2', '1-4', '3-3', '1-2', '1-5', '1-3', '3-1']",0,1.0
1925460956-152,"['1-3', '4-1', '4-5', '4-3', '6-2', '4-4', '4-2', '6-1', '7-2', '7-1', '8-2', '8-1']",0,1.0
1952047867-152,"['1-4', '1-5', '1-2', '1-1', '1-3']",0,1.0
1958574673-152,"['1-4', '1-2', '1-5', '1-1', '1-3', '3-2', '3-1', '3-3']",0,1.0
1968767470-152,"['1-3', '4-5', '1-2', '4-1', '1-5']",0,1.0
1980148290-152,"['1-4', '4-3', '7-1', '3-3', '8-1']",0,1.0
2018676347-152,"['1-4', '1-2', '1-1', '3-1', '4-5', '4-3', '4-4', '2-1', '3-3', '6-2']",0,1.0
2050747768-152,"['1-1', '1-2', '3-2', '3-1', '6-1']",0,1.0
2078563789-152,"['1-4', '1-2', '1-5', '1-3', '1-1']",0,1.0
2084856555-152,"['1-3', '1-4', '1-5', '1-1', '1-2', '2-2', '2-1', '3-2', '3-1', '3-3']",0,1.0
2090457331-152,"['1-4', '4-5', '4-1', '4-3', '4-4']",0,1.0
2099331568-152,"['1-3', '1-5', '1-1', '1-4', '1-2']",0,1.0
2112926072-152,"['1-3', '1-4', '1-5', '1-2', '1-1', '3-1', '3-2', '3-3']",0,1.0
384116752-152,"['4-4', '4-5', '4-3', '4-2', '4-1']",0,1.0
845910946-152,"['4-5', '4-1', '4-3', '4-2', '4-4', '5-1', '5-2', '8-1', '8-2']",0,1.0
1135226501-152,"['2-2', '2-1', '3-2', '3-1', '3-3']",0,1.0
1491707971-152,"['4-1', '4-3', '4-5', '4-2', '4-4']",0,1.0
2144570292-152,"['2-2', '2-1', '3-2', '3-3', '3-1']",0,1.0
3646-153,"['4-1', '4-5', '3-2', '3-3', '2-2']",0,1.0
3925-153,"['1-4', '3-3', '5-2', '8-2', '3-2']",0,1.0
5757-153,"['4-5', '6-1', '7-1', '8-1', '3-1', '1-1', '2-1', '5-1']",0,1.0
9011-153,"['4-4', '7-2', '7-1', '4-2', '4-1']",0,1.0
10420-153,"['3-3', '3-2', '3-1', '1-5', '1-1']",0,1.0
11083-153,"['1-4', '1-3', '1-5', '1-1', '1-2']",0,1.0
11909-153,"['4-5', '4-1', '4-3', '4-4', '1-5', '4-2', '3-1']",0,1.0
12698-153,"['4-5', '4-2', '4-3', '4-1', '4-4']",0,1.0
13190-153,"['4-2', '4-1', '4-4', '4-5', '4-3']",0,1.0
14898-153,"['4-5', '4-3', '4-4', '4-2', '4-1']",0,1.0
14904-153,"['1-3', '1-2', '1-5', '1-4', '1-1', '3-3', '3-2', '3-1']",0,1.0
17316-153,"['1-5', '1-1', '1-2', '1-4', '1-3']",0,1.0
17631-153,"['4-1', '4-4', '4-5', '4-2', '4-3']",0,1.0
22525-153,"['4-3', '7-2', '5-2', '8-2', '6-2']",0,1.0
23178-153,"['4-1', '4-5', '4-2', '4-4', '4-3']",0,1.0
23974-153,"['4-4', '4-3', '4-1', '4-2', '4-5']",0,1.0
25329-153,"['1-4', '1-3', '3-1', '7-1', '7-2']",0,1.0
28925-153,"['4-4', '4-5', '4-3', '4-1', '4-2']",0,1.0
29502-153,"['3-3', '3-2', '1-3', '3-1', '1-1', '2-2', '1-4', '1-5', '1-2', '2-1']",0,1.0
29928-153,"['1-4', '1-3', '4-5', '1-5', '4-1', '4-4']",0,1.0
33370-153,"['1-2', '1-4', '1-5', '1-1', '1-3']",0,1.0
36755-153,"['1-4', '1-2', '1-3', '1-5', '1-1', '3-1', '3-2', '3-3']",0,1.0
38633-153,"['1-3', '1-5', '1-1', '1-4', '1-2']",0,1.0
41711-153,"['1-5', '1-3', '1-4', '1-1', '1-2']",0,1.0
44100-153,"['1-2', '1-5', '1-1', '1-3', '1-4']",0,1.0
44291-153,"['4-4', '4-2', '4-3', '4-5', '4-1']",0,1.0
44907-153,"['4-1', '4-3', '4-2', '4-5', '4-4', '5-1', '5-2', '7-1', '7-2', '6-1', '6-2', '8-1', '8-2', '3-1', '3-3', '3-2', '2-1', '2-2', '1-4', '1-5', '1-2', '1-3', '1-1']",0,1.0
45261-153,"['4-4', '1-2', '1-3', '4-5', '3-1']",0,1.0
46162-153,"['4-1', '4-5', '4-3', '4-4', '4-2']",0,1.0
48214-153,"['4-2', '7-1', '6-1', '4-1', '7-2', '6-2', '4-5', '4-3', '4-4', '1-5']",0,1.0
48786-153,"['4-2', '4-3', '4-5', '4-1', '4-4']",0,1.0
50768-153,"['4-5', '4-4', '4-3', '4-1', '4-2']",0,1.0
51378-153,"['1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
52220-153,"['1-2', '1-4', '1-5', '1-3', '1-1']",0,1.0
54924-153,"['1-4', '1-5', '1-3', '1-1', '1-2', '3-3', '3-1', '3-2']",0,1.0
55747-153,"['1-5', '4-4', '2-1', '1-4', '1-1']",0,1.0
59002-153,"['4-1', '4-5', '4-4', '4-3', '4-2']",0,1.0
59323-153,"['4-1', '4-5', '4-4', '4-2', '4-3']",0,1.0
60038-153,"['4-1', '4-5', '4-3', '4-2', '4-4']",0,1.0
60092-153,"['4-1', '4-5', '4-2', '4-4', '4-3']",0,1.0
66367-153,"['4-5', '4-1', '4-4', '4-2', '4-3', '5-1', '5-2', '6-1', '6-2', '2-1', '2-2', '7-1', '7-2', '8-1', '8-2', '3-2', '3-1', '3-3', '1-4', '1-2', '1-1', '1-5', '1-3']",0,1.0
67153-153,"['4-3', '4-1', '4-4', '4-5', '4-2']",0,1.0
72226-153,"['4-1', '4-2', '4-4', '4-3', '4-5']",0,1.0
74951-153,"['7-2', '7-1', '2-2', '6-2', '2-1']",0,1.0
75792-153,"['4-2', '4-1', '1-2', '1-1', '3-2']",0,1.0
76341-153,"['4-4', '4-2', '4-3', '4-1', '4-5']",0,1.0
77505-153,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
79159-153,"['4-5', '4-3', '4-1', '4-2', '4-4']",0,1.0
80623-153,"['4-3', '4-1', '1-4', '1-5', '3-1']",0,1.0
81001-153,"['1-3', '1-5', '4-2', '4-1', '4-4', '7-1']",0,1.0
81040-153,"['1-3', '1-4', '3-1', '7-2', '7-1']",0,1.0
81288-153,"['4-1', '4-4', '4-2', '7-2', '7-1']",0,1.0
84261-153,"['3-2', '2-2', '1-4', '5-2', '7-2']",0,1.0
86756-153,"['4-4', '4-2', '4-3', '4-1', '4-5']",0,1.0
86799-153,"['4-4', '4-2', '4-5', '4-1', '4-3']",0,1.0
87714-153,"['1-2', '1-3', '1-1', '1-5', '1-4']",0,1.0
89200-153,"['8-2', '4-1', '4-2', '4-4', '4-5', '4-3']",0,1.0
89523-153,"['4-4', '4-2', '4-3', '4-1', '4-5']",0,1.0
96273-153,"['1-3', '1-5', '1-1', '1-2', '1-4', '3-2', '3-3', '3-1']",0,1.0
96668-153,"['1-2', '1-4', '1-3', '1-5', '1-1']",0,1.0
98502-153,"['4-2', '4-3', '4-5', '4-1', '4-4']",0,1.0
101244-153,"['4-5', '4-3', '4-4', '4-2', '4-1']",0,1.0
102658-153,"['1-5', '1-2', '1-3', '1-1', '1-4']",0,1.0
102742-153,"['1-5', '1-1', '1-3', '1-4', '1-2', '3-1', '3-3', '3-2']",0,1.0
103810-153,"['1-5', '1-4', '1-3', '1-2', '1-1', '2-2', '2-1', '3-3', '3-2', '3-1', '5-2', '5-1', '6-2', '6-1', '7-2', '7-1', '8-2', '8-1', '4-5', '4-4', '4-2', '4-1']",0,1.0
104310-153,"['3-1', '3-3', '3-2', '1-1', '1-3']",0,1.0
107255-153,"['4-4', '4-1', '4-5', '4-2', '4-3']",0,1.0
107726-153,"['1-2', '3-2', '1-4', '3-1', '1-1']",0,1.0
108865-153,"['1-4', '2-1', '3-3', '4-5', '5-1', '6-1', '7-1', '8-2']",0,1.0
109324-153,"['4-1', '8-2', '4-5', '1-3', '1-2']",0,1.0
109620-153,"['2-1', '2-2', '6-1', '4-1', '3-1']",0,1.0
109783-153,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
110485-153,"['1-3', '1-4', '1-2', '1-1', '1-5']",0,1.0
110999-153,"['5-2', '5-1', '4-2', '4-4', '4-3']",0,1.0
111578-153,"['1-4', '1-5', '1-3', '1-1', '1-2']",0,1.0
111593-153,"['1-4', '7-2', '7-1', '4-4', '2-2']",0,1.0
115200-153,"['1-4', '4-5', '4-2', '1-1', '1-3']",0,1.0
115716-153,"['4-1', '4-2', '4-3', '4-4', '4-5', '1-1', '1-2', '1-3', '1-4', '1-5']",0,1.0
116459-153,"['1-3', '1-5', '1-1', '4-1', '4-4']",0,1.0
117617-153,"['2-2', '6-2', '5-2', '7-2', '8-2', '4-4', '3-2', '3-3', '4-1', '4-2']",0,1.0
119954-153,"['4-3', '7-2', '6-2', '1-3', '8-2']",0,1.0
121875-153,"['3-2', '2-2', '1-4', '6-2', '4-5', '3-3', '3-1', '2-1', '1-5', '1-2', '1-3', '1-1', '6-1', '8-2', '8-1', '4-2', '4-4', '4-3', '4-1', '5-2', '5-1', '7-2', '7-1']",0,1.0
123999-153,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
124466-153,"['1-2', '1-1', '1-5', '1-4', '1-3']",0,1.0
124673-153,"['1-3', '3-1', '1-5', '1-1', '4-3']",0,1.0
124767-153,"['3-1', '3-3', '3-2', '1-5', '1-2']",0,1.0
125350-153,['1-4'],0,1.0
126337-153,"['4-5', '4-1', '1-4', '4-3', '1-3']",0,1.0
127714-153,"['1-5', '4-4', '1-2', '4-2', '3-3']",0,1.0
130928-153,"['4-1', '6-1', '4-4', '4-3', '8-2', '6-2', '4-5', '4-2']",0,1.0
131354-153,"['1-3', '3-3', '3-1', '3-2', '1-1']",0,1.0
131607-153,"['4-3', '4-4', '4-1', '4-2', '4-5']",0,1.0
136248-153,"['7-1', '7-2', '4-1', '4-4', '4-5', '4-3', '4-2']",0,1.0
138189-153,"['1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
140846-153,"['2-2', '2-1', '1-4', '3-2', '3-1']",0,1.0
141205-153,"['2-1', '6-1', '2-2', '6-2', '3-3', '3-2', '3-1', '1-3', '1-1', '1-2', '1-5', '1-4']",0,1.0
142869-153,"['1-3', '3-1', '1-4', '3-3', '1-2']",0,1.0
144731-153,"['1-3', '7-2', '1-4', '8-2', '1-5']",0,1.0
145201-153,"['4-2', '4-4', '4-3', '4-1', '4-5']",0,1.0
146998-153,"['4-2', '4-1', '4-4', '4-3', '4-5']",0,1.0
148023-153,"['4-5', '4-1', '4-3', '4-2', '4-4']",0,1.0
148085-153,"['1-3', '1-4', '1-5', '4-5', '4-3']",0,1.0
149119-153,"['1-4', '4-5', '3-3', '1-2', '1-1']",0,1.0
149220-153,"['3-2', '2-2', '6-2', '7-2', '4-2']",0,1.0
149951-153,"['1-2', '3-1', '4-1', '7-1', '6-1']",0,1.0
152839-153,"['4-4', '1-2', '4-5', '3-2', '1-3']",0,1.0
154001-153,"['4-2', '4-5', '4-4', '4-3', '4-1']",0,1.0
154110-153,"['4-3', '4-5', '4-4', '4-2', '4-1']",0,1.0
154900-153,"['1-2', '3-1', '1-5', '1-4', '3-3']",0,1.0
162405-153,"['2-2', '2-1', '3-2', '3-1', '3-3', '7-2', '7-1']",0,1.0
162517-153,"['1-4', '4-5', '1-3', '1-2', '1-5']",0,1.0
164300-153,"['1-2', '1-1', '1-4', '1-3', '1-5']",0,1.0
166456-153,"['4-4', '4-2', '4-1', '4-3', '4-5']",0,1.0
172348-153,"['1-4', '3-3', '4-5', '1-1', '3-1']",0,1.0
173391-153,"['4-2', '4-1', '4-5', '4-4', '4-3', '5-2', '5-1', '3-3', '3-1', '3-2', '6-1', '6-2', '7-1', '7-2', '8-1', '8-2', '2-1', '2-2', '1-5', '1-4', '1-3', '1-1', '1-2']",0,1.0
174654-153,"['1-1', '1-5', '1-3', '1-2', '1-4']",0,1.0
175393-153,"['4-4', '4-2', '4-1', '4-3', '4-5']",0,1.0
175517-153,"['3-1', '3-3', '1-3', '1-4', '4-2', '4-1']",0,1.0
176996-153,"['4-4', '4-5', '4-3', '4-1', '4-2']",0,1.0
177342-153,"['1-3', '1-5', '4-5', '3-1', '2-1']",0,1.0
178469-153,"['4-4', '4-1', '4-5', '4-3', '4-2']",0,1.0
182105-153,"['7-2', '7-1', '4-4', '4-2', '4-5', '4-3', '4-1', '5-2', '5-1', '6-2', '6-1']",0,1.0
183154-153,"['4-2', '4-1', '4-4', '4-3', '4-5']",0,1.0
183853-153,"['1-4', '1-1', '3-2', '1-3', '1-5']",0,1.0
186057-153,"['1-5', '4-2', '5-2', '3-2', '6-2', '2-1', '7-2', '8-2']",0,1.0
187780-153,"['4-3', '4-1', '4-5', '4-2', '4-4']",0,1.0
191193-153,"['8-2', '8-1', '4-5', '4-4', '4-3', '4-1', '4-2', '1-4', '1-3']",0,1.0
194300-153,"['1-4', '1-5', '1-3', '1-1', '1-2']",0,1.0
195962-153,"['7-1', '7-2', '1-4', '5-2', '4-1']",0,1.0
198124-153,"['4-1', '4-3', '4-5', '4-2', '4-4']",0,1.0
200478-153,"['1-2', '1-5', '1-3', '4-4', '4-5']",0,1.0
202049-153,"['4-5', '4-3', '4-4', '4-1', '4-2']",0,1.0
202571-153,"['6-1', '6-2', '3-3', '3-1', '3-2', '1-3', '1-1', '1-4', '1-5', '1-2']",0,1.0
203804-153,"['7-1', '7-2', '8-2', '8-1', '6-2', '6-1', '1-4', '1-5', '4-2', '4-3', '4-1']",0,1.0
206366-153,"['1-4', '1-1', '1-3', '1-2', '1-5']",0,1.0
212936-153,"['2-1', '2-2', '6-1', '6-2', '7-1']",0,1.0
213305-153,"['4-5', '4-1', '4-4', '4-3', '4-2']",0,1.0
213789-153,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
215937-153,"['1-3', '1-4', '3-2', '1-5', '1-1']",0,1.0
217946-153,"['4-4', '4-5', '4-3', '4-1', '4-2', '7-2', '7-1']",0,1.0
217952-153,"['2-1', '6-2', '6-1', '7-2', '2-2']",0,1.0
218797-153,"['3-1', '3-3', '3-2', '1-4', '1-2', '1-3', '1-5', '1-1']",0,1.0
221117-153,"['1-4', '1-1', '1-3', '1-2', '1-5']",0,1.0
222427-153,"['3-1', '3-2', '3-3', '5-2', '5-1']",0,1.0
222509-153,"['1-4', '2-1', '3-2', '1-3', '1-1']",0,1.0
222749-153,"['7-2', '1-5', '6-1', '5-2', '8-2']",0,1.0
222906-153,"['2-2', '2-1', '3-2', '3-1', '3-3', '1-3', '4-1', '1-1', '4-3', '4-5']",0,1.0
224136-153,"['1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
225161-153,"['5-1', '5-2', '4-3', '4-2', '4-5']",0,1.0
225564-153,"['1-3', '1-2', '4-4', '4-1', '1-4']",0,1.0
226044-153,"['3-1', '1-4', '2-1', '5-1', '4-4']",0,1.0
226377-153,"['1-4', '5-1', '2-1', '3-2', '7-1']",0,1.0
230729-153,"['4-3', '4-5', '8-2', '7-1', '4-1', '4-4', '4-2']",0,1.0
232205-153,"['4-4', '4-3', '4-1', '4-5', '4-2']",0,1.0
235879-153,"['4-5', '4-4', '4-1', '4-3', '4-2', '1-2', '1-4', '1-5', '1-3', '1-1', '3-3', '3-2', '3-1', '6-2', '6-1', '7-2', '7-1', '8-2', '8-1', '5-2', '5-1', '2-2', '2-1']",0,1.0
238898-153,"['2-2', '4-5', '4-2', '4-3', '4-1']",0,1.0
240501-153,"['4-1', '4-5', '4-4', '4-3', '4-2']",0,1.0
240870-153,"['1-5', '3-2', '1-1', '4-1', '1-4', '3-1', '4-4', '1-2', '3-3', '4-2']",0,1.0
242132-153,"['1-4', '1-3', '1-2', '1-5', '1-1']",0,1.0
243533-153,"['4-1', '4-4', '4-3', '4-5', '4-2']",0,1.0
244929-153,"['1-2', '1-1', '1-5', '3-3', '3-2']",0,1.0
245605-153,"['3-2', '3-1', '1-3', '3-3', '6-1']",0,1.0
246658-153,"['4-1', '3-3', '1-3', '6-1', '1-2']",0,1.0
248519-153,"['1-4', '1-5', '1-3', '1-2', '1-1']",0,1.0
250264-153,"['1-1', '1-4', '1-3', '1-2', '1-5']",0,1.0
251932-153,"['7-2', '7-1', '1-3', '1-4', '1-2']",0,1.0
254210-153,"['1-3', '1-5', '1-1', '1-4', '1-2']",0,1.0
254320-153,"['1-1', '8-1', '1-4', '1-2', '1-5']",0,1.0
256967-153,"['1-1', '1-2', '1-5', '1-3', '1-4']",0,1.0
260253-153,"['1-3', '1-5', '1-4', '1-2', '1-1']",0,1.0
261520-153,"['3-3', '3-2', '3-1', '6-2', '6-1']",0,1.0
264383-153,"['4-4', '4-2', '4-1', '4-5', '4-3']",0,1.0
265758-153,"['4-5', '4-2', '4-1', '4-4', '4-3']",0,1.0
268381-153,"['1-3', '1-2', '1-4', '1-5', '1-1', '2-2', '2-1']",0,1.0
268615-153,"['4-5', '4-3', '4-1', '4-2', '4-4']",0,1.0
269238-153,"['1-4', '1-3', '1-2', '1-1', '1-5']",0,1.0
271780-153,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
271914-153,"['1-5', '1-4', '1-3', '1-2', '1-1']",0,1.0
273582-153,"['4-1', '4-4', '4-5', '4-3', '4-2']",0,1.0
275206-153,"['4-2', '4-4', '4-1', '4-5', '4-3']",0,1.0
276082-153,"['1-4', '1-3', '1-1', '1-2', '1-5']",0,1.0
279073-153,"['6-2', '6-1', '8-2', '8-1', '7-2', '7-1', '2-2', '2-1']",0,1.0
280489-153,"['4-5', '4-4', '4-1', '4-2', '4-3']",0,1.0
284391-153,"['1-3', '7-1', '8-1', '7-2', '1-1']",0,1.0
287686-153,"['4-4', '4-5', '4-1', '4-2', '4-3']",0,1.0
287989-153,"['1-1', '1-4', '1-5', '3-1', '3-2', '2-1', '2-2']",0,1.0
288479-153,"['4-1', '4-3', '4-5', '4-2', '4-4', '5-2']",0,1.0
290223-153,"['4-1', '4-2', '4-5', '4-3', '4-4']",0,1.0
294162-153,"['1-1', '1-3', '1-5', '3-3', '3-2', '3-1', '1-4', '1-2']",0,1.0
295390-153,"['1-2', '1-3', '3-2', '4-2', '3-1']",0,1.0
296134-153,"['4-5', '4-3', '4-1', '8-2', '3-2', '3-3', '4-2', '4-4', '1-3', '1-1']",0,1.0
298592-153,"['1-3', '1-4', '1-5', '1-2', '1-1']",0,1.0
298764-153,"['4-3', '4-4', '4-5', '4-1', '4-2']",0,1.0
300950-153,"['3-3', '3-2', '3-1', '1-3', '1-1']",0,1.0
300959-153,"['1-1', '3-1', '2-1', '6-1', '7-1']",0,1.0
301191-153,"['3-1', '3-3', '3-2', '4-5', '1-5']",0,1.0
302763-153,"['1-4', '1-3', '3-2', '3-3', '3-1']",0,1.0
304279-153,"['1-3', '3-1', '1-2', '1-1', '1-5']",0,1.0
306224-153,"['1-4', '7-2', '7-1', '1-1', '1-5']",0,1.0
306411-153,"['4-5', '4-2', '4-4', '4-3', '4-1']",0,1.0
306578-153,"['2-1', '2-2', '7-1', '7-2', '6-1', '6-2']",0,1.0
306681-153,"['1-1', '7-2', '8-2', '6-2', '5-2', '3-3']",0,1.0
308259-153,"['1-2', '6-2', '6-1', '1-3', '1-4', '1-5', '1-1']",0,1.0
311206-153,"['1-5', '1-1', '1-3', '1-4', '1-2']",0,1.0
311214-153,"['4-2', '4-1', '4-3', '4-5', '4-4']",0,1.0
312250-153,['2-2'],0,1.0
